date,location,meal,category,name
2022-03-28,chase,Late Night  (9pm-12am),The Kitchen Table,Whole Wheat French Toast
2022-03-28,chase,Late Night  (9pm-12am),The Griddle,Grilled Portabello Reuben
2022-03-28,chase,Late Night  (9pm-12am),The Griddle,Pimento Cheeseburger
