date,location,meal,category,name
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Plant Forward,Farro White Bean Cakes
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Plant Forward,Vegan Mango Pancakes
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Bakery,Assorted Donuts
2021-10-09,top-of-lenoir,Continental  (10am-11am),The Kitchen Table,Grits
2021-10-09,top-of-lenoir,Continental  (10am-11am),The Kitchen Table,Cage-Free Egg
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Bakery,Croissant
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Grill,American Cheese
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Bakery,Vegan Coffee Cake
2021-10-09,top-of-lenoir,Continental  (10am-11am),The Kitchen Table,French Toast
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Kitchen Table,Oatmeal
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Plant Forward,Rosemary Potatoes
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Kitchen Table,Pork Sausage Gravy
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Homemade Soups,Turkey Chili
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Grill,Grass-Fed Hamburger
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Rotisserie,Roasted Root Vegetables
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Wood Fired Pizza,Classic Cheese Pizza
2021-10-09,top-of-lenoir,Continental  (10am-11am),The Kitchen Table,Oatmeal
2021-10-09,top-of-lenoir,Continental  (10am-11am),The Kitchen Table,Pork Sausage Gravy
2021-10-09,top-of-lenoir,Brunch (11am-3pm),International Flavors,Turkey Kale Penne Bake
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Kitchen Table,Scrambled Eggs
2021-10-09,top-of-lenoir,Continental  (10am-11am),Bakery,Apricot Quick Bread
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Homemade Soups,Hungarian Mushroom Soup
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Kitchen Table,Pork Sausage Link
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Kitchen Table,Breakfast Potatoes
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Kitchen Table,Pancake Syrup
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Grill,Garden Burger
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Grill,Udi's Hamburger Bun
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Bakery,Double Chocolate Chip Muffin
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Bakery,Apricot Quick Bread
2021-10-09,top-of-lenoir,Continental  (10am-11am),The Kitchen Table,Scrambled Eggs
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Rotisserie,White Rice Pilaf
2021-10-09,top-of-lenoir,Continental  (10am-11am),Bakery,Assorted Danishes
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Grill,Ragin' Cajun Fries
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Wood Fired Pizza,Buffalo Chicken Pizza
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Kitchen Table,Bacon
2021-10-09,top-of-lenoir,Continental  (10am-11am),The Kitchen Table,Breakfast Potatoes
2021-10-09,top-of-lenoir,Continental  (10am-11am),The Kitchen Table,Pork Sausage Link
2021-10-09,top-of-lenoir,Continental  (10am-11am),The Kitchen Table,Pancake Syrup
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Bakery,Assorted Danishes
2021-10-09,top-of-lenoir,Continental  (10am-11am),Bakery,Butterscotch Pecan Scones
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Rotisserie,Green Beans
2021-10-09,top-of-lenoir,Continental  (10am-11am),Bakery,Blueberry Muffin
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Wood Fired Pizza,Classic Pepperoni Pizza
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Plant Forward,Cajun Breakfast Stir- Fry
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Rotisserie,Chicken Pot Pie
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Bakery,Butterscotch Pecan Scones
2021-10-09,top-of-lenoir,Continental  (10am-11am),The Kitchen Table,Bacon
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Grill,Hamburger Bun
2021-10-09,top-of-lenoir,Continental  (10am-11am),Bakery,Biscuits
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Grill,Assorted Veggie Toppings
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Kitchen Table,Cage-Free Egg
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Kitchen Table,Grits
2021-10-09,top-of-lenoir,Brunch (11am-3pm),The Kitchen Table,French Toast
2021-10-09,top-of-lenoir,Continental  (10am-11am),Bakery,Assorted Donuts
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Bakery,Biscuits
2021-10-09,top-of-lenoir,Continental  (10am-11am),Bakery,Croissant
2021-10-09,top-of-lenoir,Continental  (10am-11am),Bakery,Vegan Coffee Cake
2021-10-09,top-of-lenoir,Brunch (11am-3pm),Wood Fired Pizza,White Four Cheese Pizza
